time_stamp,prefix,idx,code,x_type,family,subfamily,name_short,treatment_short,sepa,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
2019-08-27,101,17,,service,laser,co2,Laser Co2 - Rejuvenecimiento,Laser Co2, - ,LASER CO2 FRACCIONAL - Cuello - Rejuvenecimiento - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Cuello,Rejuvenecimiento,Grado 2,1 sesion,-1,4000,3000,2400,-1,-1,-1
2019-08-27,101,18,,service,laser,co2,Laser Co2 - Rejuvenecimiento,Laser Co2, - ,LASER CO2 FRACCIONAL - Cuello - Rejuvenecimiento - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Cuello,Rejuvenecimiento,Grado 3,1 sesion,-1,4500,3500,2800,-1,-1,-1
2019-08-27,101,19,,service,laser,co2,Laser Co2 - Rejuvenecimiento,Laser Co2, - ,LASER CO2 FRACCIONAL - Manos - Rejuvenecimiento - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Manos,Rejuvenecimiento,Grado 1,1 sesion,-1,3500,2500,2000,-1,-1,-1
2019-08-27,101,20,,service,laser,co2,Laser Co2 - Rejuvenecimiento,Laser Co2, - ,LASER CO2 FRACCIONAL - Manos - Rejuvenecimiento - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Manos,Rejuvenecimiento,Grado 2,1 sesion,-1,4000,3000,2400,-1,-1,-1
2019-08-27,101,21,,service,laser,co2,Laser Co2 - Rejuvenecimiento,Laser Co2, - ,LASER CO2 FRACCIONAL - Manos - Rejuvenecimiento - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Manos,Rejuvenecimiento,Grado 3,1 sesion,-1,4500,3500,2800,-1,-1,-1
2019-08-27,101,22,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Manchas - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Manchas,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,23,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Manchas - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Manchas,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,24,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Manchas - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Manchas,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,25,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Manchas - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Manchas,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,26,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Manchas - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Manchas,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,27,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,28,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,29,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,30,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,31,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Queratosis - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Queratosis,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,32,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,33,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,34,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,35,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,36,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Lunar - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Lunar,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,37,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,38,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,39,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,40,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,41,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Quiste - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Quiste,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,42,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,43,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,44,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,45,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,46,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Verruga - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Verruga,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,47,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,48,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,49,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,50,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,51,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Rostro - Cicatriz - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Rostro,Cicatriz,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,52,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,53,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,54,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,55,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,56,,service,laser,co2,Laser Co2 - Manchas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Manchas - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Manchas,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,57,,service,laser,co2,Laser Co2 - Acne y Secuelas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 1,1 sesion,-1,4000,3000,2400,-1,-1,-1
2019-08-27,101,58,,service,laser,co2,Laser Co2 - Acne y Secuelas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 2,1 sesion,-1,4500,3500,2800,-1,-1,-1
2019-08-27,101,59,,service,laser,co2,Laser Co2 - Acne y Secuelas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 3,1 sesion,-1,5000,4000,3200,-1,-1,-1
2019-08-27,101,60,,service,laser,co2,Laser Co2 - Acne y Secuelas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 4,1 sesion,-1,6000,5000,4000,-1,-1,-1
2019-08-27,101,61,,service,laser,co2,Laser Co2 - Acne y Secuelas,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Acne y Secuelas - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Acne y Secuelas,Grado 5,1 sesion,-1,6500,5500,4400,-1,-1,-1
2019-08-27,101,62,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,63,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,64,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,65,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,66,,service,laser,co2,Laser Co2 - Queratosis,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Queratosis - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Queratosis,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,67,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,68,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,69,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,70,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,71,,service,laser,co2,Laser Co2 - Lunar,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Lunar - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Lunar,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,72,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,73,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,74,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,75,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,76,,service,laser,co2,Laser Co2 - Quiste,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Quiste - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Quiste,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,77,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,78,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,79,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,80,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,81,,service,laser,co2,Laser Co2 - Verruga,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Verruga - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Verruga,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
2019-08-27,101,82,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 1 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 1,1 sesion,-1,1000,500,400,-1,-1,-1
2019-08-27,101,83,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 2 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 2,1 sesion,-1,1500,1000,800,-1,-1,-1
2019-08-27,101,84,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 3 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 3,1 sesion,-1,2000,1500,1200,-1,-1,-1
2019-08-27,101,85,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 4 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 4,1 sesion,-1,2500,2000,1600,-1,-1,-1
2019-08-27,101,86,,service,laser,co2,Laser Co2 - Cicatriz,Laser Co2, - ,LASER CO2 FRACCIONAL - Localizado Cuerpo - Cicatriz - Grado 5 - 1 sesion,LASER CO2 FRACCIONAL,Localizado Cuerpo,Cicatriz,Grado 5,1 sesion,-1,3000,2500,2000,-1,-1,-1
