time_stamp,prefix,idx,code,x_type,family,subfamily,name_short,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
2019-04-22,102,77,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Piernas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Piernas,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,78,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pies - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Pies,Psoriasis,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,79,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Rostro - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Rostro,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,80,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Cuello - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Cuello,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,81,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Ariolas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Ariolas,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,82,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Axilas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Axilas,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,83,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pecho - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Pecho,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,84,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Abdomen - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Abdomen,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,85,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Brazos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Brazos,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,86,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Espalda - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Espalda,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,87,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Gluteos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Gluteos,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,88,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Hombros - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Hombros,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,89,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Manos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Manos,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,90,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Piernas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Piernas,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,91,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pies - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Pies,Alopecias,-1,1 sesion,5 min,500.0,300.0,240,-1.0,-1,-1
2019-04-22,102,92,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Rostro - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Rostro,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,93,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Cuello - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Cuello,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,94,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Ariolas - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Ariolas,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,95,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Axilas - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Axilas,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,96,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pecho - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Pecho,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,97,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Abdomen - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Abdomen,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,98,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Brazos - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Brazos,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,99,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Espalda - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Espalda,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,100,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Gluteos - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Gluteos,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,101,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Hombros - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Hombros,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,102,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Manos - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Manos,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,103,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Piernas - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Piernas,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,104,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pies - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Pies,Alopecias,-1,1 sesion,15 min,800.0,600.0,480,-1.0,-1,-1
2019-04-22,102,105,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Rostro - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Rostro,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,106,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Cuello - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Cuello,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,107,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Ariolas - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Ariolas,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,108,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Axilas - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Axilas,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,109,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pecho - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Pecho,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,110,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Abdomen - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Abdomen,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,111,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Brazos - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Brazos,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,112,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Espalda - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Espalda,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,113,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Gluteos - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Gluteos,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,114,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Hombros - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Hombros,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,115,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Manos - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Manos,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,116,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Piernas - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Piernas,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,117,,service,laser,excilite,Laser Excilite - Alopecias,LASER EXCILITE - Pies - Alopecias - 1 sesion - 30 min,LASER EXCILITE,Pies,Alopecias,-1,1 sesion,30 min,1200.0,1000.0,800,-1.0,-1,-1
2019-04-22,102,118,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Rostro,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,119,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Cuello,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,120,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Ariolas,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,121,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Axilas,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,122,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Pecho,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,123,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Abdomen,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,124,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Brazos,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,125,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Espalda,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,126,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Gluteos,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,127,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Hombros,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,128,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Manos,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,129,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Piernas,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,130,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 6 sesiones - 5 min,LASER EXCILITE,Pies,Vitiligo,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,131,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Rostro,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,132,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Cuello,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,133,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Ariolas,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,134,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Axilas,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,135,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Pecho,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,136,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Abdomen,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,137,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Brazos,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,138,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Espalda,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,139,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Gluteos,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,140,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Hombros,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,141,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Manos,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,142,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Piernas,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,143,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 6 sesiones - 15 min,LASER EXCILITE,Pies,Vitiligo,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,144,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Rostro - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Rostro,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,145,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Cuello - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Cuello,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,146,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Ariolas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Ariolas,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,147,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Axilas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Axilas,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,148,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pecho - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Pecho,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,149,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Abdomen - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Abdomen,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,150,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Brazos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Brazos,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,151,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Espalda - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Espalda,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,152,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Gluteos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Gluteos,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,153,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Hombros - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Hombros,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,154,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Manos - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Manos,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,155,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Piernas - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Piernas,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,156,,service,laser,excilite,Laser Excilite - Vitiligo,LASER EXCILITE - Pies - Vitiligo - 6 sesiones - 30 min,LASER EXCILITE,Pies,Vitiligo,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,157,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,158,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,159,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Ariolas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Ariolas,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,160,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Axilas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Axilas,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,161,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pecho - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Pecho,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,162,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Abdomen - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Abdomen,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,163,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Brazos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Brazos,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,164,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Espalda - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Espalda,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,165,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Gluteos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Gluteos,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,166,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Hombros - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Hombros,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,167,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Manos - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Manos,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,168,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Piernas - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Piernas,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,169,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pies - Psoriasis - 6 sesiones - 5 min,LASER EXCILITE,Pies,Psoriasis,-1,6 sesiones,5 min,2500.0,1500.0,1200,250.0,-1,-1
2019-04-22,102,170,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,171,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,172,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Ariolas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Ariolas,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,173,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Axilas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Axilas,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,174,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pecho - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Pecho,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,175,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Abdomen - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Abdomen,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,176,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Brazos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Brazos,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,177,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Espalda - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Espalda,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,178,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Gluteos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Gluteos,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,179,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Hombros - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Hombros,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,180,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Manos - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Manos,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,181,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Piernas - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Piernas,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,182,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Pies - Psoriasis - 6 sesiones - 15 min,LASER EXCILITE,Pies,Psoriasis,-1,6 sesiones,15 min,4000.0,3000.0,2400,500.0,-1,-1
2019-04-22,102,183,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Rostro - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Rostro,Psoriasis,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
2019-04-22,102,184,,service,laser,excilite,Laser Excilite - Psoriasis,LASER EXCILITE - Cuello - Psoriasis - 6 sesiones - 30 min,LASER EXCILITE,Cuello,Psoriasis,-1,6 sesiones,30 min,6000.0,5000.0,4000,833.333333333333,-1,-1
