time_stamp,prefix,idx,code,x_type,family,subfamily,name_short,treatment_short,sepa,name,treatment,zone,pathology,level,sessions,time,price,price_vip,price_company,price_session,price_session_next,price_max
2019-04-22,102,61,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Gluteos - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Gluteos,Psoriasis,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,62,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Hombros - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Hombros,Psoriasis,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,63,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Manos - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Manos,Psoriasis,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,64,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Piernas - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Piernas,Psoriasis,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,65,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Pies - Psoriasis - 1 sesion - 15 min,LASER EXCILITE,Pies,Psoriasis,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,66,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Rostro - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Rostro,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,67,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Cuello - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Cuello,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,68,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Ariolas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Ariolas,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,69,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Axilas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Axilas,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,70,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Pecho - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Pecho,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,71,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Abdomen - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Abdomen,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,72,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Brazos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Brazos,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,73,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Espalda - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Espalda,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,74,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Gluteos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Gluteos,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,75,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Hombros - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Hombros,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,76,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Manos - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Manos,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,77,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Piernas - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Piernas,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,78,,service,laser,excilite,Laser Excilite - Psoriasis,Laser Excilite, - ,LASER EXCILITE - Pies - Psoriasis - 1 sesion - 30 min,LASER EXCILITE,Pies,Psoriasis,-1,1 sesion,30 min,1200,1000,800,-1,-1,-1
2019-04-22,102,79,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Rostro - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Rostro,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,80,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Cuello - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Cuello,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,81,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Ariolas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Ariolas,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,82,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Axilas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Axilas,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,83,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Pecho - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Pecho,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,84,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Abdomen - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Abdomen,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,85,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Brazos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Brazos,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,86,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Espalda - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Espalda,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,87,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Gluteos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Gluteos,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,88,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Hombros - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Hombros,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,89,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Manos - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Manos,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,90,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Piernas - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Piernas,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,91,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Pies - Alopecias - 1 sesion - 5 min,LASER EXCILITE,Pies,Alopecias,-1,1 sesion,5 min,500,300,240,-1,-1,-1
2019-04-22,102,92,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Rostro - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Rostro,Alopecias,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,93,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Cuello - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Cuello,Alopecias,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,94,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Ariolas - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Ariolas,Alopecias,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,95,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Axilas - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Axilas,Alopecias,-1,1 sesion,15 min,800,600,480,-1,-1,-1
2019-04-22,102,96,,service,laser,excilite,Laser Excilite - Alopecias,Laser Excilite, - ,LASER EXCILITE - Pecho - Alopecias - 1 sesion - 15 min,LASER EXCILITE,Pecho,Alopecias,-1,1 sesion,15 min,800,600,480,-1,-1,-1
